ds,yhat,yhat_lower,yhat_upper
2022-03-13,32228267.325662307,16711042.70130733,49664468.82327173
2022-03-14,23752723.60846316,6757853.861129966,39438314.32173959
2022-03-15,24609028.1318185,8925999.021985104,40129432.75188683
2022-03-16,22852376.815627772,6799210.118931733,38858616.605578035
2022-03-17,21634369.29778216,6027150.695345955,38802423.94020432
2022-03-18,23593161.251300815,8094935.199883175,41204698.73076535
2022-03-19,32816272.99527148,17938800.07711455,48627424.80522029
2022-03-20,32805586.44638007,17810406.807286266,48909641.53572053
2022-03-21,24152140.268698514,7500236.728872155,39209202.14415783
2022-03-22,24824783.189950023,8653085.56393273,41101046.82567588
2022-03-23,22881838.270578925,7518212.88181229,39034304.33221931
2022-03-24,21477939.270337988,5126749.498164442,36807490.484467566
2022-03-25,23254139.93859851,7132363.2146881195,39656839.23332597
2022-03-26,32300685.772143967,16260895.313476728,48274030.41544374
2022-03-27,32121980.37658248,15947551.249624277,48633364.86844375
2022-03-28,23311356.180310234,6980349.1486399425,39603989.0534252
2022-03-29,23839709.185143985,7299786.593542742,40860621.57272919
2022-03-30,21767150.110989213,5723030.5022134045,37598096.777373455
2022-03-31,20249832.539020993,4396401.310505694,36428881.68483385
2022-04-01,21930058.262449294,5396064.690377037,37494772.337848075
2022-04-02,30899048.730710104,14987276.379930556,46944983.64966385
2022-04-03,30661914.060261957,14805720.137333063,46286658.29500305
2022-04-04,21812428.724409286,5873150.080772433,37741262.65678263
2022-04-05,22321673.027365305,5437644.170786236,37181783.07598143
2022-04-06,20249692.222160626,3770702.6974574802,36707132.38854954
2022-04-07,18752333.480563164,1735095.7467326084,34273278.19942683
2022-04-08,20471360.64281995,4672281.0692964075,37446213.17844692
2022-04-09,29497235.473346237,14408170.41876635,46228260.68545873
2022-04-10,29334096.85856489,12783614.142528728,45515392.2786246
2022-04-11,20574547.1381401,4860207.081553578,38168360.25014701
2022-04-12,21188304.85839075,4040460.301437368,38210867.08487635
2022-04-13,19233876.076308098,3687156.2830461008,36482914.50764406
2022-04-14,17865400.12396705,1094703.5663453136,33919897.28644848
2022-04-15,19722793.293276742,4492945.153819618,35704160.600414135
2022-04-16,28894533.223792218,12095849.550441178,45433440.56332796
2022-04-17,28882662.11183975,12710653.381439572,45505440.71283462
2022-04-18,20277595.07805548,3876531.9140490065,35326434.33533309
2022-04-19,21046797.84194953,4376172.062177387,36162608.04822431
2022-04-20,19246485.954057112,3232373.565468579,35952476.337525934
2022-04-21,18028506.12139593,327849.92279861955,34748385.58764685
2022-04-22,20030499.77281369,3751716.6208069157,35665726.9432108
2022-04-23,29338737.662262313,12399792.279054087,43957510.23139804
2022-04-24,29453156.83369057,12771092.506498152,44140502.28917934
2022-04-25,20962208.81693404,5027774.963201079,37514509.44617927
2022-04-26,21831577.788223006,5853181.0090948315,37683370.673664756
2022-04-27,20115920.02966977,4065174.010834501,36496743.490674645
2022-04-28,18965784.194052693,2956740.0527874357,35907221.19460336
2022-04-29,21017811.40835308,4400868.452049225,37953726.45422171
2022-04-30,30357602.851280667,14811999.44951149,47781525.51832466
2022-05-01,55131086.71100351,38985196.08734881,71876709.09402391
2022-05-02,41866790.58116016,26006770.146143924,57671024.531502195
2022-05-03,30696154.805064112,15172859.803905834,46091796.42271072
2022-05-04,64557683.852076426,47930373.71605781,80866296.57524341
2022-05-05,34300223.36777039,17233732.954558313,49741462.24833993
2022-05-06,43375777.51789611,27232417.482475925,59234706.35650089
2022-05-07,34096352.50866711,17243124.451169003,49475838.80508474
2022-05-08,58467536.77258159,41988667.225603364,74871486.57976441
2022-05-09,20819559.813414246,4881137.937229662,36968079.330305636
2022-05-10,33422743.357543997,16084483.268788995,51641343.92135623
2022-05-11,31929607.414504297,14348470.261720685,48198216.15258317
2022-05-12,28551185.564214088,12249224.91242463,45767270.856621824
2022-05-13,29555267.412306778,13761110.68078897,47031531.77685555
2022-05-14,62824261.0367515,46424558.456009485,78314356.22141702
2022-05-15,38424707.56144436,22585703.681998584,54576777.96093846
2022-05-16,22429911.46360208,6903849.04900689,38216083.84466708
2022-05-17,23121459.16445169,8305783.9823730895,39364054.44283831
2022-05-18,21229409.024331708,4216269.656589224,37192653.94267015
2022-05-19,19910889.02392614,4069535.9060323634,36699174.81081265
2022-05-20,21809105.381719466,4468704.771205511,38120639.43884464
2022-05-21,31016059.494073004,15448343.490495058,47288136.15326116
2022-05-22,31037460.690336213,14172894.408271998,48458143.97920189
2022-05-23,22467446.126911882,6763230.194841268,39154362.371372275
2022-05-24,23277169.204850398,7829871.284923836,39769275.301852606
2022-05-25,21526410.63788928,5428310.267973901,38138560.75360904
2022-05-26,20370374.546815414,2895666.5997786443,35903467.715358
2022-05-27,22449771.498851817,6806187.695274544,38973355.10619858
2022-05-28,31853578.95238343,13998943.197617259,46899969.21734701
2022-05-29,32084011.952764284,15765416.987370273,48393239.85436658
2022-05-30,23730975.357462846,7028465.431646237,40743145.20818179
2022-05-31,24761752.163057152,8688898.224094283,38832373.291993454
2022-06-01,23231690.81006695,6521946.248468607,37884702.61443318
2022-06-02,22291441.033214442,6205417.380420474,38648563.228404514
2022-06-03,24577143.024735108,8152685.0287721725,41693531.56928794
2022-06-04,34173296.64403934,17558874.636168912,51018549.46888802
2022-06-05,34577840.7166204,18290092.09179672,49708387.53497004
2022-06-06,26377049.777627032,9372959.940140901,42723712.143752344
2022-06-07,27534305.297329307,11227035.332842743,43151691.05880998
2022-06-08,26101890.90279638,8970565.537146214,42790863.12731335
2022-06-09,25227969.217503913,9463278.834928837,42213866.20753165
2022-06-10,27546837.467906408,12244953.52695235,43164964.46522742
2022-06-11,37141847.66858294,20318102.068633527,53077199.18921929
2022-06-12,37510519.83385866,21489152.048001535,52715573.363382556
2022-06-13,29239454.416319065,12618706.34952211,45580461.58288889
2022-06-14,30293100.336372823,14852451.847523093,47077340.17364583
2022-06-15,66196387.647836305,49400915.68551505,82577978.39340508
2022-06-16,27851980.346180577,11224214.09071097,43675034.29280603
2022-06-17,34485293.25769462,18373449.799897023,50499332.88445353
2022-06-18,79080965.42449744,64116443.8187917,95085696.86989021
2022-06-19,64909627.398189105,48479638.44385535,80980512.56001724
2022-06-20,29782883.341637246,14238608.075027203,46769361.467005
2022-06-21,29210381.18168772,13419483.659319308,44106609.043127246
2022-06-22,39161595.903564654,22816647.74429298,56340874.295529075
2022-06-23,58613830.17712232,42043559.30943526,74548493.10115004
2022-06-24,48261833.84099497,31566716.126832493,64758903.58251721
2022-06-25,57845545.25974482,42034138.21699016,73491245.72375137
2022-06-26,63177568.36253792,46192699.38571877,79832485.3639914
2022-06-27,11041865.940100687,-4499390.412513166,26800479.276469592
2022-06-28,16991335.851354845,365036.0244217226,33394176.025502022
2022-06-29,20017528.230520234,4616917.823085798,37457727.029484846
2022-06-30,74887188.99937409,58139370.302811146,91795017.46374346
2022-07-01,34642255.23721864,18007081.962631784,51082937.25409777
2022-07-02,61045384.1176548,44552924.40089448,77090917.57023363
2022-07-03,46545024.90614319,30548033.98788231,62750631.63492642
2022-07-04,40015914.80776597,23888546.5724549,56989400.88194557
2022-07-05,12358921.454283474,-3568203.9618156855,28758372.486785933
2022-07-06,60649916.30057669,44529726.451795466,76321683.66960089
2022-07-07,73593259.35097298,56189536.721002735,90248116.64603509
2022-07-08,33173458.651699815,17662713.515885398,49766567.145392165
2022-07-09,27530218.083125785,11215150.085005768,44511982.77150447
2022-07-10,42336695.022406325,26012626.396525905,58140636.50560074
2022-07-11,34917077.144470245,19570874.15950587,50318790.57481021
2022-07-12,24820172.339108825,8435050.374650832,41041445.355253175
2022-07-13,47894258.296916135,31923311.543288574,63524959.398035
2022-07-14,57896525.10952481,41695749.51718391,74770809.46749331
2022-07-15,25176661.15119359,8962224.972646583,42570530.986152135
2022-07-16,37195002.530856326,22194399.743686732,51626712.55033424
2022-07-17,37085225.519430354,20410940.664978657,53286200.92121791
2022-07-18,28349955.300668634,11311592.000329664,45152923.758147694
2022-07-19,28955237.193100363,13715383.410039585,44420386.29414297
2022-07-20,26956531.633663822,11292461.71112151,43478229.983231775
2022-07-21,25505672.01706829,10517101.760745732,42702853.52858167
2022-07-22,27241086.19981608,12077732.058790032,43758788.87740371
2022-07-23,36250667.69589476,20778978.93032965,51741049.565553665
2022-07-24,36036825.68202363,19686199.345733214,52527858.41768432
2022-07-25,27191321.129080743,9862185.153525501,43136788.970895976
2022-07-26,27683946.96680513,10563529.863146877,43399741.583801284
2022-07-27,25574203.565024722,8559416.420026155,40655460.895016
2022-07-28,24018129.790471286,7248796.105018036,40936288.17579047
2022-07-29,25658390.233783603,10992020.695863903,42007233.84161707
2022-07-30,34587008.588688746,17534665.591688078,50847585.59241163
2022-07-31,34310280.420426115,17308743.705766026,51084152.70272534
2022-08-01,25423476.80501969,9870573.640164735,39959703.837078065
2022-08-02,25899400.835263044,10431600.579642024,41382565.95695101
2022-08-03,23799952.169401683,8144696.5610834,38860589.039787784
2022-08-04,22282863.459797602,6443732.224438092,38353994.596953675
2022-08-05,23991712.411780536,6733622.308441684,39785151.44045014
2022-08-06,33018602.08798995,17105515.109630227,48049838.63475085
2022-08-07,32869044.72269413,16077830.476671835,48988227.420142904
2022-08-08,24136661.87801078,8046529.755298413,40386069.953407235
2022-08-09,24791763.56534247,8256167.643425052,41739006.04336277
2022-08-10,22892961.37796097,6447077.784783422,39791166.07459421
2022-08-11,21593978.58078628,4928828.973769863,37924555.43182402
2022-08-12,23533759.26525458,7925623.008765435,39930068.69320497
2022-08-13,32799266.82912388,16842967.73828336,49163627.84738291
2022-08-14,32890504.031194642,15517592.519663487,49110746.92798614
2022-08-15,24395363.859311003,8162979.113306045,40826520.77393011
2022-08-16,25278369.751286604,9049695.686742734,42413360.98777635
2022-08-17,23592455.755606204,8427423.390917718,40219795.29106389
2022-08-18,22485944.86183185,6812840.65805339,39275452.610414214
2022-08-19,24592822.7676175,8217842.332380223,40979540.57660796
2022-08-20,33995692.513331056,18262340.909532953,51314145.830157556
2022-08-21,34190937.55467657,19315125.713798415,50085138.9409368
2022-08-22,25763698.11820893,9746544.50602711,42350382.672852024
2022-08-23,26676715.400801245,8828615.16348306,42697531.672191165
2022-08-24,24982190.75792451,8974523.403874997,40791944.07488433
2022-08-25,23828815.308533918,7701751.206819747,40604591.39066268
2022-08-26,25852065.155120306,9481746.498282108,42257575.74274821
2022-08-27,35137146.3819751,18650811.37396942,52048377.81833117
2022-08-28,35184116.985758275,18334302.573436238,50511719.90941265
2022-08-29,26582791.04313113,11512019.71116913,42613007.95444695
2022-08-30,27301481.01418621,11053558.251942804,42918665.77714633
2022-08-31,25398727.51812025,8034422.437643524,40343889.470844634
2022-09-01,24028053.013112757,7857354.173333025,39584736.30366725
2022-09-02,25834448.28623709,10139131.14977674,42117257.93215982
2022-09-03,34910760.347437695,19294296.904350154,50194895.48453813
2022-09-04,34764733.73799515,18812417.211397976,50646457.6185631
2022-09-05,25993705.8975688,9122171.046944862,41330314.938257344
2022-09-06,26573140.060042568,10347481.441861793,43995240.98964041
2022-09-07,24568150.70338198,8744744.895105366,41027632.21664519
2022-09-08,23140185.627497643,6918573.874391176,39164864.31183389
2022-09-09,24936969.041670054,8920801.774505325,40626166.870824374
2022-09-10,34055099.30113635,16716395.418701785,50024616.57219347
2022-09-11,34004837.960337,16144891.606684778,49727708.619573064
2022-09-12,25384704.736038677,10614715.103438249,41463966.10762246
2022-09-13,26169943.087003972,9651322.131290065,41819424.72141597
2022-09-14,24424013.823476456,7636117.3034630865,40703943.985231124
2022-09-15,23305282.289160144,6262384.568552325,38135724.6010808
2022-09-16,25457003.995371956,9971215.025322871,42436949.02109054
2022-09-17,34970001.84788111,17673515.77525206,50353688.38407194
2022-09-18,35347570.139662966,18884490.178658515,52117119.51055682
2022-09-19,27180217.44056295,11063794.577057881,42594121.77476297
2022-09-20,28434309.716208525,12628924.42031319,45333585.98360534
2022-09-21,27163766.8821412,11644198.441453367,44416214.09244765
2022-09-22,26516973.400618933,10749872.782423235,43230145.043963194
2022-09-23,29127002.259899527,11791761.585410098,44058433.41984575
2022-09-24,39074539.474616624,23200135.138361286,54073403.76808267
2022-09-25,39853037.97229309,22402679.907010753,55612598.522267796
2022-09-26,32043706.548176385,15806933.000542652,46860934.90261563
2022-09-27,33604388.80161718,17091997.362733025,49974792.910816416
2022-09-28,32581479.043238588,15691632.491178658,48593932.27870381
2022-09-29,32117029.931900308,15872203.234324323,48797133.05380287
2022-09-30,34839145.86119046,18470083.53630328,51676261.12635602
2022-10-01,44825044.58816143,28543306.192974303,60100752.48337364
2022-10-02,45566312.12551323,29294734.93256973,62209942.45625127
2022-10-03,37643953.64816998,21743001.9604004,53996484.42565618
2022-10-04,39017293.390691124,22921540.73392507,54501635.20220436
2022-10-05,37735869.6432889,19658432.79158799,53252048.972503796
2022-10-06,36946479.808940865,20950585.39921292,52650557.462766394
2022-10-07,39283470.83176114,23231892.517987546,55999089.38737698
2022-10-08,48831659.83938207,34108427.15552266,64690933.33388284
2022-10-09,49091413.37515317,32894604.904235624,65626764.717961915
2022-10-10,40653492.24675774,25155844.558904592,56923929.28614457
2022-10-11,41487720.056783214,25571482.95905191,58117342.14566421
2022-10-12,39654627.296475306,22983971.208852388,56879222.04641696
2022-10-13,38312232.272528276,23553145.37892593,54335214.36732287
2022-10-14,40106060.85643924,24173732.826696184,56217148.67829838
2022-10-15,215021133.03795776,198775953.51617602,232185764.89133716
2022-10-16,192893537.43266,177759119.77002344,210388848.23835528
2022-10-17,98932001.501638,82295617.55068696,116325354.23014225
2022-10-18,115127890.85999006,99314456.12459849,130944208.71078268
2022-10-19,91049184.0705021,74417832.24910223,107643800.05989434
2022-10-20,160793459.99994045,144956328.46042982,177321521.31677637
2022-10-21,100374162.09011436,85104557.21106103,117528958.83622709
2022-10-22,145346041.63383645,128616089.92043133,161837436.69259545
2022-10-23,159512849.25799435,143002193.24283126,174907965.5066085
2022-10-24,64760746.060080335,47411933.91732211,80426904.52983816
2022-10-25,87683658.46113884,71883553.95030035,105101685.41056745
2022-10-26,96817522.15359145,80831563.95129955,111814920.67361932
2022-10-27,34761015.65382712,18148001.33386373,50997896.558706895
2022-10-28,36547677.14460956,21722302.01885439,52949751.540118925
2022-10-29,45675061.10400005,28908475.796470687,62434825.58194065
2022-10-30,45645426.24193251,29732859.035774525,62360458.6953876
2022-10-31,37048169.96889152,20094539.779920924,52174657.867656216
2022-11-01,37848556.26222958,20814790.773765966,53335637.69512583
2022-11-02,36099498.292792216,20359037.22164561,51259386.67018534
2022-11-03,34948553.46428099,19041542.185065027,50667907.48486385
2022-11-04,37028227.30388792,20771425.135788444,53572173.73298966
2022-11-05,46418970.5865786,30628997.77490772,62485932.17162003
2022-11-06,46614396.03064856,30310027.117224246,63007100.016941056
2022-11-07,38196318.025651336,22706016.51692674,53791956.56722416
2022-11-08,39123668.46104633,24186891.176933885,55456590.46191102
2022-11-09,37444434.231499776,21379413.171032663,52852688.89960224
2022-11-10,36302770.24162501,20540651.19818842,53731304.337890565
2022-11-11,38329381.50021286,21923195.46548158,54261636.012285665
2022-11-12,47604556.88737261,31714095.569240544,62556820.32222784
2022-11-13,47623380.227843,30963860.613787703,64237180.32349491
2022-11-14,38970722.53407025,22627893.056512468,56087071.83381696
2022-11-15,39610069.98296188,22458504.95969384,56378199.58317057
2022-11-16,37595335.7438188,21216556.679338872,53950581.14208865
2022-11-17,36077812.997561954,19119748.302448176,51771768.31984031
2022-11-18,37696367.13073425,21315456.69590025,53583290.14852152
2022-11-19,46540254.83758725,30956715.524097916,63212682.73558019
2022-11-20,46114101.52772145,29459210.198623113,63241158.42195014
2022-11-21,37012647.12780143,19549651.62209006,53342330.8382539
2022-11-22,37209321.35564323,20883774.18361752,53253591.040518455
2022-11-23,34767803.21750668,18442812.67488406,50768921.557103276
2022-11-24,32848728.64141306,16459621.377593957,49236753.8372263
2022-11-25,34099650.56969206,17725573.483965136,50217780.67097155
2022-11-26,42617645.18349337,26440076.634325817,58229772.99247678
2022-11-27,41914101.04153749,25313559.533933796,57949987.4699923
2022-11-28,32589305.912175905,17857960.193096407,48581393.59455608
2022-11-29,32620896.254341543,16804127.332166646,48340778.927366585
2022-11-30,30075327.065395527,14491768.000869503,46807656.08685653
2022-12-01,28114527.9928958,12465400.692519462,44298591.04310773
2022-12-02,29385850.99164891,12124908.363111185,45393012.00486481
2022-12-03,37979120.43137024,21672429.853194226,52876571.4945274
2022-12-04,37408234.7200002,21153548.66241994,53135218.86832851
2022-12-05,28269105.302456737,11331147.564767288,44668515.91472408
2022-12-06,28533821.752028666,12680506.587684622,44429242.034979455
2022-12-07,26262283.385924924,10185926.325609295,41192892.35959665
2022-12-08,24609041.371519253,9178603.427970592,40775819.64035912
2022-12-09,26213451.39405205,9614730.943029968,41323714.4614965
2022-12-10,35162524.8086551,19307525.552483883,51693267.193014674
2022-12-11,34956007.97839984,18612454.615491737,50656266.441736184
2022-12-12,26181296.368876383,9396638.522069499,42669584.178162955
2022-12-13,26802239.2458137,10248344.620091924,43223922.56913376
2022-12-14,24870982.938689463,7957568.228153553,41173236.47528691
2022-12-15,23535008.43250628,7759750.175329908,39445365.24383869
2022-12-16,25427458.328818917,9224295.62058064,41567953.58954778
2022-12-17,34630136.692880124,18722319.527946174,50954091.08776375
2022-12-18,34638707.818445124,18277599.34538617,49858126.902678445
2022-12-19,26037697.63759379,10725107.239035536,42488319.88048652
2022-12-20,26789351.674032003,11396862.555441942,42623161.4999015
2022-12-21,24945496.492465924,7030123.120107673,41056201.37840814
2022-12-22,23654560.351476874,6574440.30311538,40057895.38653021
2022-12-23,25551848.992045596,9347817.4509336,42318896.04887132
2022-12-24,34722461.88208315,17523810.411516756,49835826.044506535
2022-12-25,36266191.21615061,19674573.145524424,52076464.275310345
2022-12-26,49865400.22933447,33986144.14339435,67496996.14483745
2022-12-27,29511029.21071498,14171320.423550155,45907301.17549055
2022-12-28,19115896.26779314,3509773.269689225,36525988.215474315
2022-12-29,56153142.059871525,40508964.72899294,71530444.09191525
2022-12-30,30523457.28951951,14333517.468269018,46187818.065040655
2022-12-31,49720193.873088114,33532286.70919447,66993936.565092124
2023-01-01,63238263.7772028,46870795.068848774,80068347.94580226
2023-01-02,41259011.72448526,24895155.62102844,57975911.51246023
2023-01-03,43477144.086166546,26844559.186857034,59805623.99604212
2023-01-04,52737041.12403548,35988166.65393847,68190001.80277233
2023-01-05,80366946.48121886,64216925.61356769,96762275.18654895
2023-01-06,23909938.46513546,7374983.082302144,39802176.5155362
2023-01-07,33004635.181527566,16728732.925195267,50025492.08973431
2023-01-08,32922954.74424815,17044981.353579402,50755301.83299087
2023-01-09,24260338.599631272,7065805.204484133,40645124.46714269
2023-01-10,24988915.067499872,8884817.213252207,39628875.55497704
2023-01-11,23169071.569508724,7203452.703040701,39768443.82850082
2023-01-12,21956225.335676104,4893028.8610021565,37876601.31800743
2023-01-13,23990894.902652923,7928432.108577627,40261435.936881825
2023-01-14,33361462.808430832,17858657.581726577,50328975.81585455
2023-01-15,33569161.83817918,17953957.240586422,48594651.7910692
2023-01-16,25202894.144033175,9303687.845045267,41973679.000531256
2023-01-17,26227941.86671426,11967177.078504065,42640472.46330379
2023-01-18,24697719.956668105,7703594.095353549,42384629.30347498
2023-01-19,23757843.44306084,8291571.78937652,39490225.45276475
2023-01-20,33650342.75780499,18768603.432285815,51192562.11128038
2023-01-21,85976938.84860983,70518997.1964617,101509857.74986175
2023-01-22,83318883.56947587,66419739.042135626,99910740.73022106
2023-01-23,41082957.273538604,25565140.562364165,56670565.85129819
2023-01-24,70937274.76136872,54581669.95787517,87034191.35333009
2023-01-25,69941542.53935109,54607450.32521151,87680272.62146768
2023-01-26,48626873.268439725,33304061.101413585,65728235.140547074
2023-01-27,37856503.93710408,23120686.036831953,54461712.17722543
2023-01-28,38387523.5506585,22247867.650094613,52918245.51917443
2023-01-29,38671098.0272024,20964158.516371407,54128635.197198264
2023-01-30,30298429.540954158,15250352.705716735,46483602.24820065
2023-01-31,31233786.907390222,15301358.967468422,47524074.30360245
2023-02-01,29531434.948504187,13058429.306918029,45901217.023743905
2023-02-02,28342562.57024281,11746776.470963895,45097681.42418431
2023-02-03,30305463.60846079,15059977.77148442,47611169.98323622
2023-02-04,39508358.59820981,24407991.573636122,54690346.625762336
2023-02-05,39454388.899709426,22933166.320654713,55325871.13398045
2023-02-06,30736392.91107916,15112111.423565747,46705879.50869772
2023-02-07,31325524.698422607,13840380.06428567,46700117.181961514
2023-02-08,29282868.669777572,13371884.666925624,45404031.91442736
2023-02-09,27766212.731491648,11218273.129284758,44084795.19187939
2023-02-10,29420082.46065764,13634201.448888235,46377202.85021539
2023-02-11,38338427.90622673,22482750.831815768,53200250.23432765
2023-02-12,38029497.52448337,22001524.395923395,53689695.4852956
2023-02-13,29090511.59432266,13048690.763116542,45704784.734154455
2023-02-14,29496197.544585943,12673559.568623895,45500471.909901276
2023-02-15,27310342.365368262,11795497.541219255,43269613.75907719
2023-02-16,25692525.507846575,9878500.860992383,41826641.47203107
2023-02-17,27288135.18095376,10989194.656986563,43715113.03858131
2023-02-18,36191059.45113072,21747693.50123076,52940904.85212394
2023-02-19,35908585.88468953,19044517.416251708,51321829.18482731
2023-02-20,27036120.790957227,10354163.698137265,43928980.41640629
2023-02-21,27545788.739945088,12178002.689509844,43779188.20146333
2023-02-22,25498065.360190142,9621931.713991677,42242178.534231596
2023-02-23,24048604.316893928,7960270.441476855,39964226.19326085
2023-02-24,25838358.61550886,9665860.601923145,40604590.82434153
2023-02-25,34956384.69788116,18929761.19703548,50382315.82220522
2023-02-26,34904860.03859112,18910883.20253466,50527193.25156539
2023-02-27,26273922.26219419,10366745.462396277,42505612.5101137
2023-02-28,27030387.49012504,10958767.354476988,43523123.980954856
2023-03-01,25229498.10936416,10577597.715669582,42335158.72839384
2023-03-02,24021858.268987738,6825130.244301658,40373330.82424306
2023-03-03,26043654.93586929,10442092.111341035,41701469.67544369
2023-03-04,35379550.99301697,19125025.391731832,51710165.32718994
2023-03-05,35527779.47353859,20454870.157527275,51856758.40340233
2023-03-06,27075045.73217427,11394714.17282338,42576746.01536765
2023-03-07,27985292.810612433,13170288.452822132,42809232.525861606
2023-03-08,26311488.006986067,9523255.963916643,41642825.29471128
2023-03-09,25202572.5297165,9704886.382599216,40704254.76774661
2023-03-10,27293688.882145606,11769054.27948488,43087158.096923925
2023-03-11,36669064.98039574,20610717.320848305,54012553.08327365
2023-03-12,36827086.78471215,20568665.977887135,53121349.48021107
2023-03-13,28355167.551131994,11531540.84448432,42599524.78915563
2023-03-14,29218472.119375013,14343848.414659454,46673687.794567086
2023-03-15,27471647.701530635,11303994.750202922,42851135.226957396
2023-03-16,26265721.24721321,10222389.662830926,42129267.70381973
2023-03-17,28238263.406887,11428639.94983024,44300860.84855762
2023-03-18,37476208.09910917,21247693.11479867,53178267.25761435
2023-03-19,37480859.53942171,22005571.923875038,54080135.59738007
2023-03-20,28842696.44416161,13925997.26103182,46177295.76488766
2023-03-21,29530033.277338944,13748257.046471873,44845347.79326952
2023-03-22,27600691.270864673,11704728.147460107,43599142.09107677
2023-03-23,26208840.349283114,9451188.301953314,41647587.848684326
2023-03-24,27995112.80946906,11270405.124360723,44046675.42867863
2023-03-25,37049378.35704108,20814702.65455216,53646083.39996912
2023-03-26,36875712.72189914,21236264.76910704,52085586.542163044
2023-03-27,28067169.709203858,11866828.104248557,44123988.67569866
2023-03-28,28594416.491886787,12333399.228180408,45699308.87964041
2023-03-29,26517384.633024447,10895921.722243752,43850337.13006687
2023-03-30,24992097.572571352,9579399.239408983,41884878.87095874
2023-03-31,26660774.913974047,9584611.391637513,42579218.007428326
2023-04-01,35614602.51065037,20516458.23637559,51400093.68341108
2023-04-02,35358699.92420451,18932911.80152655,51108340.69516736
2023-04-03,26486894.44495548,10453042.294052886,43407780.25620269
2023-04-04,26970360.83604051,9532939.106209775,44277979.15132237
2023-04-05,24869278.692254443,8715132.804963483,40905226.09404265
2023-04-06,23339667.629103776,5337864.922253339,39717334.38629786
2023-04-07,25023500.21373994,8188046.82000202,41406806.471376814
2023-04-08,34011481.32733225,18893592.122530513,51514758.65543773
2023-04-09,33808025.3395007,17511579.729807973,49512626.58697241
2023-04-10,25006040.2193202,7576336.862857968,40742791.62103915
2023-04-11,25575577.79371454,9900609.653607093,41739690.8920978
2023-04-12,23575502.20386307,7240052.68078256,38972393.054220274
2023-04-13,22160337.02462586,6202128.458526964,38021025.95847645
2023-04-14,23970391.27831285,8157624.6977846855,40952080.19712908
2023-04-15,33094553.396404177,16206874.753248798,49385585.06035287
2023-04-16,33035284.890468523,16847331.455267392,49115848.37940454
2023-04-17,24383423.223344367,8619257.803324604,41478586.33028881
2023-04-18,25106853.41442276,9078709.96442467,41151396.62556764
2023-04-19,23262200.680191815,6810984.392139795,40273097.78124209
2023-04-20,22001704.725191448,5687131.656679695,37862643.68005877
2023-04-21,23963375.942648456,6958466.005888445,40297586.17596947
2023-04-22,33233822.467432614,17036323.758956593,48970806.87270016
2023-04-23,33313279.55846393,17182606.204987887,50185894.831597
2023-04-24,24790450.402964003,8356684.328544671,41381355.88057861
2023-04-25,25631217.254665717,8253070.644872221,41212558.855946876
2023-04-26,23890374.47659348,8151439.879033966,41186968.88696535
2023-04-27,22718543.21677966,5981071.511052481,39770348.932491615
2023-04-28,24752366.971828192,7578333.731808319,41073302.26762243
2023-04-29,34077375.88281198,18077044.00838319,50696495.709959775
2023-04-30,34193050.10278732,17854516.112977557,48731154.84588809
2023-05-01,25687690.120999888,8376551.470756362,41599981.19777344
2023-05-02,26527151.831236564,10696655.330031775,41842017.108991995
2023-05-03,24766596.80338894,8750233.289913142,40207267.51131918
2023-05-04,23557416.498386268,7944423.737352365,39357751.25360028
2023-05-05,25537428.835216463,9520261.813132726,42832013.882366076
2023-05-06,34793734.2928448,18868622.674240217,51800409.79700967
2023-05-07,34827761.44390418,17672090.343740374,50582658.49683225
2023-05-08,26230109.610964544,9871440.157010311,42412235.018063754
2023-05-09,26969246.509885095,9999316.061297163,42323956.43778608
2023-05-10,25103211.701841943,10091523.14434267,42165492.78361811
2023-05-11,23786485.248054996,7590487.989601052,39739874.45709199
2023-05-12,25660120.918264665,9072229.390656075,40928647.4946582
2023-05-13,34814532.353714645,18251727.76267042,51402559.19435909
2023-05-14,34754463.55282119,18297751.47323678,50477164.77938204
2023-05-15,26073753.063939527,9881013.167214628,42661097.7934287
2023-05-16,26743951.62570095,11083477.106498564,43037639.368440665
2023-05-17,24825946.088733993,8055986.355634001,40195650.45154341
2023-05-18,23476751.106168263,8053429.209949802,41018422.33986224
2023-05-19,25339570.062896803,9638504.851001803,41941269.31500906
2023-05-20,34506515.72568247,18807719.980888434,49860152.458658166
2023-05-21,34483523.965172976,17635916.55864761,49956519.3533249
2023-05-22,25865071.755627207,8606961.649910055,43036083.74692379
2023-05-23,26622760.795847498,10499578.982866848,41987986.030057795
2023-05-24,24816920.912429906,8850022.285725502,40255190.419143066
2023-05-25,23603395.738606334,6015314.241973658,39753532.948645845
2023-05-26,25623612.781197425,9174179.01508685,41773671.09032953
2023-05-27,34967328.60741781,18351645.371891506,50641912.81022111
2023-05-28,35137582.33774841,19508284.28401842,51354759.479037024
2023-05-29,26725468.065352745,10645822.160864998,42592720.46734353
2023-05-30,27698786.540015146,11641424.920318136,43185663.74644037
2023-05-31,26113728.871380005,10171021.620509697,41506683.50420904
2023-06-01,25121752.963651717,8902206.851138614,42063421.76057075
2023-06-02,27359752.679775745,11159609.70992732,44552131.078627154
2023-06-03,36912908.06856631,20485781.70827422,53775399.42923367
2023-06-04,37279747.22085673,21378219.590413027,53670259.812454596
2023-06-05,29047027.60002055,11860074.049252084,44721918.52598371
